titulo;nota_media;votos;data_lancamento;idioma_original;idioma;generos;diretor;descricao;poster_url;duracao_minutos;popularidade
Scarface;8,162;12294;1983-12-09;en;Inglês;Ação, Crime, Drama;Brian De Palma;Após receber residência permanente nos Estados Unidos em troca do assassinato de um oficial do governo cubano, Tony Montana se torna o chefe do tráfico de drogas em Miami. Matando qualquer um que entre em seu caminho, Tony eventualmente se torna o maior traficante da Flórida, controlando quase toda a cocaína que entra em Miami. Porém, a pressão da polícia, as guerras com cartéis colombianos e sua própria paranoia servem para alimentar as chamas de sua eventual queda.;https://image.tmdb.org/t/p/w500/4d6ksr4wsBd1fifF7YLAm9wbWiK.jpg;166;15,5152
Um Corpo Que Cai;8,161;5959;1958-05-28;en;Inglês;Mistério, Romance, Thriller;Alfred Hitchcock;Em São Francisco, um detetive aposentado que sofre de um terrível medo de alturas é encarregado de vigiar uma mulher com possíveis tendências suicidas, até que algo estranho acontece nesta missão.;https://image.tmdb.org/t/p/w500/ufV69bqcwh8AdUy9XGhC2A6M5YH.jpg;128;4,5578
Os Infiltrados;8,159;15386;2006-10-04;en;Inglês;Drama, Thriller, Crime;Martin Scorsese;Billy Costigan, um jovem policial, recebe a missão de se infiltrar na máfia, mais especificamente no grupo comandado por Frank Costello. Billy conquista sua confiança ao mesmo tempo em que Colin Sullivan, um criminoso que atuou na polícia como informante de Costello, também ascende dentro da corporação. Tanto Billy quanto Colin se sentem aflitos devido à vida dupla que levam. Mas quando a máfia e a polícia descobrem que há um espião entre eles, a vida de ambos passa a correr perigo.;https://image.tmdb.org/t/p/w500/5ahf025FzL64EuqUOwM4PB598eb.jpg;151;8,1526
Gênio Indomável;8,158;12896;1997-12-05;en;Inglês;Drama;Gus Van Sant;Teimoso e sem objetivo, Will Hunting tem um QI de gênio, mas opta por trabalhar como zelador no MIT. Quando ele resolve secretamente problemas de matemática altamente difíceis em nível de pós-graduação, seus talentos são descobertos pelo professor Gerald Lambeau, que decide ajudar o jovem desorientado a atingir seu potencial. Quando Will é preso por atacar um policial, o professor Lambeau faz um acordo para obter clemência se ele fizer terapia por ordem judicial. Por fim, o terapeuta Dr. Sean Maguire ajuda Will a enfrentar os demônios que o impedem de progredir.;https://image.tmdb.org/t/p/w500/zY6kY3nOn4mi7VQdn6tCCj1eBZe.jpg;126;14,3228
Casablanca;8,157;5664;1943-01-15;en;Inglês;Drama, Romance;Michael Curtiz;Durante a Segunda Guerra Mundial, muitos fugitivos tentavam escapar dos nazistas por uma rota que passava pela cidade de Casablanca. O exilado americano Rick Blaine encontrou refúgio na cidade, dirigindo uma das principais casas noturnas da região. Clandestinamente, tentando despistar o Capitão Renault, ele ajuda refugiados, possibilitando que eles fujam para os Estados Unidos. Quando um casal pede sua ajuda para deixar o país, ele reencontra uma grande paixão do passado, a bela Ilsa. Este amor vai encontrar uma nova vida e eles vão lutar para fugir juntos.;https://image.tmdb.org/t/p/w500/oyGRZVIthHJjc98ekKpeWpDh8Ws.jpg;102;6,1673
O Garoto;8,154;2199;1921-01-21;en;Inglês;Comédia, Drama;Charlie Chaplin;Quando uma jovem mãe abandona seu recém-nascido, o Vagabundo o encontra e passa a cuidar dele. Parceiros de crime, o Vagabundo e o Garoto desenvolvem um laço insubstituível. Cinco anos depois, a mãe reaparece e coloca em risco a relação da dupla.;https://image.tmdb.org/t/p/w500/dQuPjZL1YhZF7uISfqEEqrc1jlg.jpg;53;3,3986
My Hero Academia: O Filme – Ascensão dos Heróis;8,153;1215;2019-12-20;ja;Japonês;Animação, Ação, Fantasia, Aventura;長崎健司;A classe 1-A visita a Ilha Nabu, onde eles finalmente conseguem fazer algum trabalho real de herói. O lugar é tão pacífico que parece que estão de férias, até que eles são atacados por um vilão com uma peculiaridade insondável! Com All Might aposentado e a vida dos cidadãos em risco, não há tempo para perguntas. Deku e seus amigos são a próxima geração de heróis, e eles são a única esperança da ilha.;https://image.tmdb.org/t/p/w500/dovXbq6JUJ6rRwetoj7SHZxbzaQ.jpg;103;3,9042
Quando Duas Mulheres Pecam;8,153;2272;1966-10-18;sv;Sueco;Drama;Ingmar Bergman;Uma atriz teatral de sucesso sofre uma crise emocional e para de falar. Uma enfermeira é designada a cuidar dela em uma casa reclusa, perto da praia, onde as duas permanecem sozinhas. Para quebrar o silêncio, a enfermeira começa a falar incessantemente, narrando diversos episódios relevantes de sua vida, mas quando descobre que a atriz usa seus depoimentos como fonte de análise, a cumplicidade entre as duas se transforma em embate.;https://image.tmdb.org/t/p/w500/pMlIFOHnNDa3X0kSpjASn75KAYd.jpg;85;3,0081
Piper: Descobrindo o Mundo;8,2;1671;2016-06-16;en;Inglês;Família, Animação;Alan Barillaro;A história de um pequeno pássaro que vive próximo a praia e se aventura pela primeira vez a sair do seu ninho e ir atrás de comida. Uma perspectiva delicada da vida humana sob o olhar do pequenino animal.;https://image.tmdb.org/t/p/w500/45aUXGecIQKawGXfLchHJaYcF2F.jpg;6;1,3325
Cantando na Chuva;8,149;3275;1952-04-10;en;Inglês;Comédia, Romance;Stanley Donen;Em 1927, Hollywood, está um verdadeiro rebuliço com a transição do cinema mudo para o falado. Don Lockwood e Lina Lamont, o casal mais querido do cinema mudo, se prepara para rodar um musical. Mas, infelizmente, Lina não só não sabe cantar como tem uma voz horrível. A estreante, Kathy Selden, é chamada a emprestar sua voz à estrela. As gravações são uma confusão, mas tudo piora quando Don se apaixona pela doce Kathy. Ao lado de seu inseparável amigo, o compositor Cosmo Brown, ele tenta mostrar ao mundo o talento de Kathy.;https://image.tmdb.org/t/p/w500/z5pNqU65W4ON0WHAw2iV5NgPOA0.jpg;102;4,7707
Hamilton;8,147;1508;2020-07-03;en;Inglês;História, Drama;Thomas Kail;Hamilton é um musical que conta a história da América por vozes americanas. Por meio da história de um dos principais fundadores americanos e primeiro secretário do Tesouro, Alexander Hamilton, a trilha sonora que mistura hip-hop, jazz, R&B e Broadway revoluciona o teatro no The Richard Rodgers Theatre, na Broadway, em junho de 2016.;https://image.tmdb.org/t/p/w500/h1B7tW0t399VDjAcWJh8m87469b.jpg;160;3,7284
Cafarnaum;8,1;1813;2018-09-20;ar;Árabe;Drama;Nadine Labaki;Aos doze anos, Zain carrega uma série de responsabilidades: é ele quem cuida de seus irmãos no cortiço em que vive junto com os pais, que estão sempre ausentes graças ao trabalho em uma mercearia. Quando sua irmã de onze é forçada a se casar com um homem mais velho, o menino fica extremamente revoltado e decide deixar a família. Ele passa a viver nas ruas junto aos refugiados e outras crianças que, diferentemente dele, não chegaram lá por conta própria. Sobrevive graças à sua esperteza nas ruas, cuida da refugiada etíope Rahil e seu bebê Yonas. É preso por um crime violento e, enquanto cumpria uma pena de cinco anos, ele processa seus pais por negligência.;https://image.tmdb.org/t/p/w500/ReHOMkW1rVTo3Yslqe1xATl8c8.jpg;127;5,356
O Show de Truman: O Show da Vida;8,147;19062;1998-06-04;en;Inglês;Comédia, Drama;Peter Weir;Truman Burbank é um pacato vendedor de seguros que leva um vida simples com sua esposa Meryl Burbank. Porém algumas coisas ao seu redor fazem com que ele passe a estranhar sua cidade, seus supostos amigos e até sua mulher. Após conhecer a misteriosa Lauren, ele fica intrigado e acaba descobrindo que toda sua vida foi monitorada por câmeras e transmitida em rede nacional.;https://image.tmdb.org/t/p/w500/k1pwKQs2erSy6q4qhi0tTaXrSOf.jpg;103;14,4691
Violet Evergarden Gaiden: Eternidade e a Boneca de Automemória;8,1;409;2019-09-06;ja;Japonês;Drama, Fantasia, Animação;藤田春香;Isabella, a filha da nobre família York, está matriculada em uma escola só para garotas para tornar-se uma dama digna de nobreza. No entanto, ela desistiu do seu futuro, vendo a prestigiosa escola como nada mais do que uma prisão do mundo exterior. Sua família nota sua dificuldade em suas aulas e decide contratar Violet Evergarden para lhe dar aulas pessoais.;https://image.tmdb.org/t/p/w500/hfUMPxcN9AGgOYRQNsN8tpVMExI.jpg;91;3,4444
Duna: Parte Dois;8,143;6811;2024-02-27;en;Inglês;Ficção científica, Aventura;Denis Villeneuve;A jornada de Paul Atreides continua. Ele está determinado a buscar vingança contra aqueles que destruíram sua família e seu lar. Com a ajuda de Chani e dos Fremen, ele embarca em uma jornada espiritual, mística e marcial. Se torna Muad'Dib, o líder messiânico dos Fremen, enquanto luta para evitar um futuro sombrio que ele testemunhou em visões. No entanto, suas ações inadvertidamente desencadeiam uma Guerra Santa em seu nome, que se espalha pelo universo conhecido. Enquanto enfrenta escolhas difíceis entre o amor por Chani e o destino de seu povo, Paul precisa usar suas habilidades e conhecimentos para evitar o terrível futuro que previu.;https://image.tmdb.org/t/p/w500/8LJJjLjAzAwXS40S5mx79PJ2jSs.jpg;166;25,1984
Central do Brasil;8,143;965;1998-04-03;pt;Português;Drama;Walter Salles;Dora escreve cartas para analfabetos na estação Central do Brasil. Uma das clientes de Dora é Ana, que vem escrever uma carta com o seu filho, Josué, um garoto de nove anos, que sonha encontrar o pai que nunca conheceu. Na saída da estação, Ana é atropelada e Josué fica abandonado. Mesmo a contragosto, Dora acaba acolhendo o menino e envolvendo-se com ele. Termina por levar Josué para o interior do Nordeste, à procura do pai. À medida em que vão entrando país adentro, esses dois personagens, tão diferentes, vão se aproximando... Começa então uma viagem fascinate ao coração do Brasil, à procura do pai desaparecido, e uma viagem profundamente emotiva ao coração de cada um dos personagens do filme.;https://image.tmdb.org/t/p/w500/qfyWFhUhqeNRU9HmCaBDAxVKRZ9.jpg;110;2,0747
Meus Caros Amigos;8,142;712;1975-10-24;it;Italiano;Comédia;Mario Monicelli;"Conhecido como ""o rei da comédia italiana"", o diretor Mario Monicelli dirigiu nos anos 70 esta irreverente e engraçadíssima história sobre velhos amigos de escola. Através do jornalista e narrador Giorgio Perozzi (Philippe Noiret) conhecemos o cotidiano de cinco cinquentões que adoram pregar peças e passar trotes em quem se atreve a passar na frente deles. Pequenas histórias do grupo que contadas por Perozzi nos apresenta Lello Mascetti (Ugo Tognazzi), o conde falido; o Doutor Sassaroli (Adolfo Celi), o arquiteto Rambaldo Melandri (Gastone Moschin) e Necchi (Duílio Del Prete). Para morrer de rir! (e 16 - Estimado 16 Anos)";https://image.tmdb.org/t/p/w500/yaFPdOVCLiAC1LlJq1TgnIM0SKB.jpg;127;0,9335
Togo;8,141;2101;2019-12-20;en;Inglês;Aventura, Família;Ericson Core;A história de um homem e sua equipe de cães puxadores de trenó liderados pela cadela Togo, que transportaram remédios para a população do Alasca a fim de combater uma epidemia durante a década de 20. Togo, que liderou a Grande Corrida da Misericórdia ou Corrida do Soro de 1925, era considerada pela maioria das pessoas como pequena e fraca demais para liderar uma corrida tão difícil.;https://image.tmdb.org/t/p/w500/tCCgIgIqNHZCxKgZKTqv1LzxuwI.jpg;113;3,4953
Em Silêncio;8,141;686;2011-09-22;ko;Coreano;Drama;황동혁;Um professor tenta denunciar publicamente os crimes encobertos de docentes e diretores que abusam sexualmente de alunos com deficiência auditiva.;https://image.tmdb.org/t/p/w500/2Fzmy3EOB8ul28pyJ2JNZn008QI.jpg;2;3,5568
Palmer;8,138;1764;2021-01-28;en;Inglês;Drama;Fisher Stevens;Após 12 anos na prisão, Eddie Palmer volta para casa para reconstruir sua vida. Ele cria uma ligação inesperada com Sam, um rapaz marginalizado que vem de uma família problemática e, agora, o passado de Eddie ameaça arruinar a sua nova vida.;https://image.tmdb.org/t/p/w500/xSDdRAjxKAGi8fUBLOqSrBhJmF0.jpg;110;8,7657
Coringa;8,135;26568;2019-10-01;en;Inglês;Crime, Thriller, Drama;Todd Phillips;Isolado, intimidado e desconsiderado pela sociedade, o fracassado comediante Arthur Fleck inicia seu caminho como uma mente criminosa após assassinar três homens em pleno metrô. Sua ação inicia um movimento popular contra a elite de Gotham City, da qual Thomas Wayne é seu maior representante.;https://image.tmdb.org/t/p/w500/miFPa7bgu2wEcJYLjB4hrg2PG4E.jpg;122;14,0211
Taxi Driver: Motorista de Táxi;8,135;12739;1976-02-09;en;Inglês;Crime, Drama;Martin Scorsese;O motorista de táxi de Nova York Travis Bickle, veterano da Guerra do Vietnã, reflete constantemente sobre a corrupção da vida ao seu redor e sente-se cada vez mais perturbado com a própria solidão e alienação. Apesar de não conseguir fazer contato emocional com ninguém e viver uma vida questionável em busca de diversão, ele se torna obcecado em ajudar uma prostituta de 12 anos que entra em seu táxi para fugir de um cafetão.;https://image.tmdb.org/t/p/w500/hvJvOYRrF9xxvNzg2Jd9PYWu7c3.jpg;114;10,6108
Marcados Pelo Sangue;8,134;1438;1993-02-05;en;Inglês;Crime, Ação, Drama, Thriller;Taylor Hackford;Prisão, drogas e guerra de gangues tocam três jovens (Damian Chapa, Jesse Borrego, Benjamin Bratt) no leste de Los Angeles de 1970 a 1990.;https://image.tmdb.org/t/p/w500/ngZ7SnbcS9PyfZd67fGXT5yR9Qb.jpg;180;4,992
8½;8,134;2388;1963-02-14;it;Italiano;Drama;Federico Fellini;Prestes a rodar sua próxima obra, o cineasta Guido Anselmi (Marcello Mastroianni) ainda não tem idéia de como será o filme. Mergulhado em uma crise existencial e pressionado pelo produtor, pela mulher, pela amante e pelos amigos, ele se interna em uma estação de águas e passa a misturar o passado com o presente, ficção com realidade.;https://image.tmdb.org/t/p/w500/nQkrZRxnvrkb6BV7ZYmdwJoFGDt.jpg;139;3,3706
Dias Melhores;8,1;492;2019-10-25;zh;Chinês;Drama, Crime, Romance;曾国祥;Uma adolescente vítima de bullying cria uma amizade improvável com um jovem misterioso que a protege de seus agressores, enquanto lida com as pressões de seus exames finais.;https://image.tmdb.org/t/p/w500/hHt3i1CZWwI6BRpheCcVvBdrBcb.jpg;135;3,6466
A Loja da Esquina;8,1;759;1940-01-12;en;Inglês;Comédia, Drama, Romance;Ernst Lubitsch;Dois funcionários de uma loja de presentes mal podem suportar um ao outro, sem perceber que estão se apaixonando através das cartas que trocam por correspondência anônima.;https://image.tmdb.org/t/p/w500/dZ1aEzGYRiqJwPfjS6VL7wUkHmF.jpg;99;1,6846
Ainda Temos o Amanhã;8,129;1389;2023-10-26;it;Italiano;Drama, Comédia, História;Paola Cortellesi;Roma pós-guerra nos anos 40, dividida entre o otimismo da libertação e as misérias, vive Delia, uma mulher dedicada, esposa de Ivano e mãe de três filhos. Enquanto seu marido Ivano age como o chefe autoritário da família, Delia encontra consolo em sua amiga Marisa. A família se prepara para o noivado da filha mais velha, Marcella, que vê no casamento uma saída para uma vida melhor. No entanto, a chegada de uma carta misteriosa dá a Delia a coragem para questionar seu destino e de sua família e, talvez, encontrar sua própria liberdade.;https://image.tmdb.org/t/p/w500/s2ftKilotPe7lFot4x2XGluvln4.jpg;118;1,7098
O Exterminador do Futuro 2: O Julgamento Final;8,129;13407;1991-07-03;en;Inglês;Ação, Thriller, Ficção científica;James Cameron;O jovem John Connor é a chave para a vitória da civilização sobre uma rebelião de robôs do futuro. No entanto, ele torna-se alvo de T-1000, um exterminador que pode assumir a forma que desejar e que foi enviado do futuro para matá-lo. Outro exterminador, o renovado T-800, também é enviado de volta ao passado para proteger o garoto. Quando John e sua mãe embarcam na fuga com T-800, o menino cria um vínculo forte e inesperado com o robô.;https://image.tmdb.org/t/p/w500/nb0ertLALhkUqpmcahDFplqyc0I.jpg;136;13,8164
Jujutsu Kaisen 0: O Filme;8,1;1521;2021-12-24;ja;Japonês;Animação, Ação, Fantasia;박성후;O jovem Yuta Okkotsu ganha o controle de um espírito extremamente poderoso, então um grupo de feiticeiros o matriculam na Tokyo Prefectural Jujutsu High School, para ajudá-lo a controlar esse poder e também para ficar de olho nele.;https://image.tmdb.org/t/p/w500/2ndvx03fmREMxEgaZ1vWt756TOQ.jpg;105;7,4632
O Barba Ruiva;8,1;377;1965-04-03;ja;Japonês;Drama;Akira Kurosawa;"No Japão do século 19, o médico novato, Yuzo Kayama, é enviado para uma enfermaria pobre esperando ser apenas passageiro, mas fica furioso ao saber que ele deve ficar. Ele tenta provocar sua dispensa, mas é frustrado pelo médico-chefe Niide, o ""Barba Vermelha"", um homem cujos métodos são tão carinhosos quanto imprevisíveis. Ele então conduz o jovem estagiário sob sua orientação ao longo de inúmeros casos difíceis.";https://image.tmdb.org/t/p/w500/tOosAwCK02jbzYEZVVa7ogVdGHP.jpg;185;1,8769
Dr. Fantástico;8,122;5824;1964-01-29;en;Inglês;Comédia, Guerra;Stanley Kubrick;Depois que o insano General Jack D. Ripper ordena um ataque nuclear contra a União Soviética, uma sala de guerra cheia de políticos, generais e um diplomata russo tentam freneticamente impedir o ataque de se concretizar.;https://image.tmdb.org/t/p/w500/lFcwVewzDwmJjIIjNIWwST4ctaC.jpg;95;5,9988
Nascido Para Matar;8,122;10868;1987-06-26;en;Inglês;Drama, Guerra;Stanley Kubrick;Um sargento treina de forma fanática e sádica os recrutas em uma base de treinamentos, na intenção de transformá-los em máquinas de guerra para combater na Guerra do Vietnã. Após serem transformados em fuzileiros navais, eles são enviados para a guerra e quando lá chegam se deparam com seus horrores.;https://image.tmdb.org/t/p/w500/qHm54HjL1F6CFVyYOz6Q2HAPTfS.jpg;117;7,9231
Cães de Aluguel;8,119;14694;1992-09-02;en;Inglês;Crime, Thriller;Quentin Tarantino;Seis homens, completamente estranhos uns aos outros, realizam um roubo de diamantes que dá errado e vira uma emboscada sangrenta. Quando os bandidos restantes se reúnem no ponto de encontro combinado, começam a suspeitar que um deles é um policial disfarçado. Mas qual deles?;https://image.tmdb.org/t/p/w500/3Y33i4WPUd1NCdr7XZ3i1Cct9Jr.jpg;99;14,6651
Extraordinário;8,118;8024;2017-11-13;en;Inglês;Família, Drama;Stephen Chbosky;Auggie Pullman é um garoto que nasceu com uma deformação facial. Pela primeira vez, ele irá frequentar uma escola regular, como qualquer outra criança. No quinto ano, ele irá precisar se esforçar para conseguir se encaixar em sua nova realidade.;https://image.tmdb.org/t/p/w500/2oCqYAm00tMOPNgYPYfYAwMhcPn.jpg;113;8,3072
Liga da Justiça de Zack Snyder;8,117;10277;2021-03-18;en;Inglês;Ação, Aventura, Fantasia;Zack Snyder;Determinado a garantir que o sacrifício final do Superman não foi em vão, Bruce Wayne alinha forças com Diana Prince com planos de recrutar uma equipe de metahumanos para proteger o mundo de uma ameaça de proporções catastróficas que se aproxima.;https://image.tmdb.org/t/p/w500/lsZ5dmMuvZVNMBrkozvJedujbgU.jpg;242;11,676
Cenas de um Casamento;8,117;372;1974-09-15;sv;Sueco;Drama, Romance;Ingmar Bergman;Cenas de um Casamento é o retrato de dez anos conturbados da vida de um casal. No aniversário de dez anos juntos eles acreditam que tem o relacionamento perfeito, mas as rotinas do dia-a-dia e suas emoções começam a criar complicações.;https://image.tmdb.org/t/p/w500/4YcSgho63OKNL8xZ1L1yY6ywgXG.jpg;170;1,0844
Me Chame Pelo Seu Nome;8,115;12346;2017-07-28;en;Inglês;Romance, Drama;Luca Guadagnino;O sensível e único filho da família americana com ascendência italiana e francesa Perlman, Elio está enfrentando outro verão preguiçoso na casa de seus pais na bela e lânguida paisagem italiana quando Oliver, um acadêmico que veio ajudar a pesquisa de seu pai, chega.;https://image.tmdb.org/t/p/w500/qnf5Onsk236CdE5Lff93IX69gHf.jpg;132;9,7283
Retrato de uma Jovem em Chamas;8,1;2714;2019-09-18;fr;Francês;Drama, Romance, História;Céline Sciamma;França, 1760. Marianne é contratada para pintar o retrato de casamento de Héloïse, uma jovem mulher que acabou de deixar o convento. Por ela ser uma noiva relutante, Marianne chega sob o disfarce de companhia, observando Héloïse de dia e a pintando secretamente à noite. Conforme as duas mulheres se aproximam, a intimidade e a atração crescem, enquanto compartilham os primeiros e últimos momentos de liberdade de Héloïse, antes do casamento iminente. O retrato de Héloïse logo se torna um ato colaborativo e o testamento do amor delas.;https://image.tmdb.org/t/p/w500/c3OkDxs7PQuLB12qiwZUDg7ZMO6.jpg;122;6,6503
“I Corti” di Aldo, Giovanni e Giacomo;8,113;354;1996-03-29;it;Italiano;Comédia;Arturo Brachetti;;https://image.tmdb.org/t/p/w500/y3hEulMYSTQuvmI5jBTyWrcvJQX.jpg;130;0,2638
Stalker;8,114;2318;1979-05-25;ru;Russo;Ficção científica, Drama;Andrei Tarkovsky;Um misterioso acidente deixou um lugar inabitável. Para evitar a aproximação de curiosos o lugar foi isolado e é protegido por soldados o tempo todo, sendo conhecido como A Zona. Existe a promessa de que em algum lugar da Zona há um quarto onde o desejo de qualquer pessoa será realizado, mas o caminho até ele está cheio de armadilhas, e apenas os homens conhecidos como Stalkers são capazes de guiar outros homens até lá.;https://image.tmdb.org/t/p/w500/eT4Y3O3xNypvSIkIZjWxPxb3kCp.jpg;162;4,0436
Pacto de Sangue;8,113;1880;1944-07-06;en;Inglês;Crime, Thriller;Billy Wilder;Um agente de seguros encontra a atraente (e casada) Phyllis quando vai efetuar um negócio e ambos logo se apaixonam. Phyllis o convence a efetuar um plano para assassinar seu marido após fazer um seguro de vida para ele. O objetivo? Ficar com o dinheiro do seguro. Mas nem tudo dá certo na execução do plano.;https://image.tmdb.org/t/p/w500/rHtE9BzynU7JjnV8IZgr5CtXIux.jpg;107;2,2931
Jogos, Trapaças e Dois Canos Fumegantes;8,113;6796;1998-08-28;en;Inglês;Comédia, Crime;Guy Ritchie;Eddy convence três amigos a ajudá-lo com dinheiro para uma aposta muito alta de pôquer contra o chefão do crime local, Hatchet Harry. Harry trapaceia, e Eddy perde. Harry, então, dá um prazo a ele de uma semana para pagar 500 mil libras ou entregar o bar de seu pai. Desesperado, Eddy e seus amigos começam a roubar e vivem em constante perigo.;https://image.tmdb.org/t/p/w500/gQeQzk66849ti9N83Bi0TOmkZuy.jpg;105;2,9006
Meu Pai;8,112;3356;2020-12-23;en;Inglês;Drama;Florian Zeller;Um idoso sofre com as confusões da própria mente e rejeita qualquer ajuda. Enquanto isso, sua filha tenta lidar com a perda do pai que está vivo, mas cada dia mais longe.;https://image.tmdb.org/t/p/w500/85d7NFk3BnoaJr1NnH3gLl2lRCU.jpg;97;4,2374
Morangos Silvestres;8,109;1694;1957-08-28;sv;Sueco;Drama;Ingmar Bergman;O rabugento médico aposentado Isak Borg viaja de Estocolmo para Lund, na Suécia, com sua nora grávida e infeliz, Marianne, para receber um diploma honorário da universidade onde estudou. Ao longo do caminho, eles cruzam com uma série de caroneiros, cada um deles fazendo com que o médico idoso reflita sobre os prazeres e as falhas de sua própria vida, incluindo a vivaz jovem Sara, que se parece muito com o próprio primeiro amor do médico.;https://image.tmdb.org/t/p/w500/7VxdomQ3siOTDSDFwFhMw8vDSSw.jpg;91;2,4316
Soul;8,107;10828;2020-12-25;en;Inglês;Animação, Família, Comédia, Fantasia;Pete Docter;Joe Gardner é um professor de música de ensino fundamental desanimado por não conseguir alcançar seu sonho de tocar no lendário clube de jazz The Blue Note, em Nova York. Quando um acidente o transporta para fora do seu corpo, fazendo com que ele exista em outra realidade na forma de sua alma, ele se vê forçado a embarcar em uma aventura ao lado da alma de uma criança que ainda está aprendendo sobre si, para aprender o que é necessário para retomar sua vida.;https://image.tmdb.org/t/p/w500/bzDAfXoqNAvWUe7uss2NE3BmRqy.jpg;100;10,1701
A Serpente Verde;8,105;330;2021-07-23;zh;Chinês;Animação, Fantasia, Ação, Aventura;Amp Wong;Ao tentar libertar a irmã das garras de Fahai, Xiao Qing chega em uma cidade distópica e encontra um homem misterioso que não se lembra do passado.;https://image.tmdb.org/t/p/w500/kKrdS3he8ckFWa0wySI8kfYHWw6.jpg;133;4,4302
Metrópolis;8,106;2894;1927-02-06;de;Alemão;Drama, Ficção científica;Fritz Lang;O futuro ė distante e o mundo está sob o comando dos poderosos, que isolaram os mais pobres no subsolo como se fossem seus escravos, para que trabalhassem em prol dos mesmos. Comandados por Freder Fredersen, os operários são obrigados a trabalharem sem parar para que a cidade não pare.;https://image.tmdb.org/t/p/w500/xBx21HvGJCb15PKWkyb7uc435Wx.jpg;153;3,873
Amor à Flor da Pele;8,1;2955;2000-09-29;cn;Chinês;Drama, Romance;王家衛;Ambientado em Hong Kong no início dos anos 60, dois vizinhos, Sr. Chow e Sra. Chan, criam um vínculo depois de começarem a suspeitar que seus respectivos cônjuges estão tendo um caso juntos.;https://image.tmdb.org/t/p/w500/7Quda9rbWobhB0Qc01APlrg0A8T.jpg;99;7,9419
Os Eternos Desconhecidos;8,102;734;1958-07-26;it;Italiano;Comédia, Crime;Mario Monicelli;Peppe, um ex-boxeador, organiza o arrombamento de uma casa de penhores. Tiberio, um fotógrafo desempregado, Mario, um receptor, o siciliano Michele e Capannelle, um ex-jockey, são os outros membros da quadrilha. Embora eles sejam aconselhados por Dante, um ladrão aposentado, a tarefa não é tão fácil...;https://image.tmdb.org/t/p/w500/q9c85xYn4NPLJzHcWtboMdYBxWe.jpg;106;0,9935
O Melhor da Juventude;8,101;563;2003-06-22;it;Italiano;Drama, História, Romance;Marco Tullio Giordana;Os irmãos Nicola e Matteo tem as vidas transformadas após tentarem resgatar uma jovem que sofria torturas em um manicômio na década de 60. O filme conta desde então os acontecimentos da vida dos dois rapazes até os dias atuais.;https://image.tmdb.org/t/p/w500/2G3KYzngpi8rxQJCIXW9OL0ZCHx.jpg;367;1,6994
WALL-E;8,101;19315;2008-06-22;en;Inglês;Animação, Família, Ficção científica;Andrew Stanton;No ano 2800, num planeta Terra devastado e sem vida, depois de centenas de anos solitários a fazer aquilo para que foi construído - limpar o planeta de lixo - o pequeno robô WALL-E descobre uma nova missão na sua vida quando conhece uma moderna e brilhante robô exploradora chamada EVE. Os dois vão viajar pela galáxia e viver uma aventura emocionante e inesquecível.;https://image.tmdb.org/t/p/w500/2TfYp0eMPrcKNjX6PTKGGQODjfF.jpg;97;11,7669
Nezha: O Renascer de um Deus;8,1;469;2021-02-06;zh;Chinês;Animação, Fantasia, Ação;Zhao Ji;Nezha, um fã de corridas que ganha a vida como entregador, encontra velhos inimigos e precisa redescobrir seus poderes para proteger a família e os amigos.;https://image.tmdb.org/t/p/w500/gvcFFHbxpJSaasHa8S4lx4WvbRW.jpg;116;4,9554
Paris, Texas;8,1;1999;1984-07-16;en;Inglês;Drama;Wim Wenders;Um homem sai do deserto sem lembranças de sua vida passada e é apenas com a ajuda de seu irmão que ele percebe que abandonou sua esposa e seu filho quatro anos antes.;https://image.tmdb.org/t/p/w500/i9CQ0biql97FgyICpQ5uIwbh7GE.jpg;145;5,2625
Os Suspeitos;8,098;12260;2013-09-19;en;Inglês;Drama, Thriller, Crime;Denis Villeneuve;Depois que sua filha de seis anos e uma amiga dela são sequestradas, Keller Dove, um carpinteiro de Boston, enfrenta o departamento de polícia e o jovem detetive encarregado do caso para fazer justiça com as próprias mãos.;https://image.tmdb.org/t/p/w500/30YtzPOimO7eG30r8K8rUkqTGNj.jpg;153;19,7042
Intendente Sansho;8,1;392;1954-03-31;ja;Japonês;Drama;溝口健二;Japão, século XI. A família de Taira é separada pelas lideranças feudais. Seus dois filhos, Zushiô e Anju, são enviados para um campo de trabalho escravo comandado pelo temido Sanshô, enquanto sua esposa, Tamaki, é forçada a prostituir-se em uma região isolada.;https://image.tmdb.org/t/p/w500/sACqVLECDJkinZPmWu96ZAneSNA.jpg;124;1,6414
Yojimbo, o Guarda-Costas;8,097;1550;1961-04-25;ja;Japonês;Drama, Thriller;Akira Kurosawa;Um ronin sem nome, ou samurai sem mestre, entra em uma pequena vila no Japão feudal, onde dois empresários rivais lutam pelo controle do comércio local de jogos de azar. Assumindo o nome de Sanjuro Kuwabatake, o ronin convence o comerciante de seda Tazaemon e o comerciante de saquê Tokuemon a contratá-lo como guarda-costas pessoal, e então habilmente desencadeia uma guerra de gangues em grande escala entre os dois homens ambiciosos e inescrupulosos.;https://image.tmdb.org/t/p/w500/A9XnNGooDNtvx2mzZ8R7pt6UuUP.jpg;110;4,0086
